name,customer_avg_amout_1_day,customer_avg_amount_7_day,customer_avg_amount_30_day,merchant_num_trans_1_day,merchant_num_trans_7_day,merchant_num_trans_30_day,merchant_risk_1_day,merchant_risk_7_day,merchant_risk_30_day,merchant_risk_90_day,combined_anomaly_score,per_field_anomaly,combined_anomaly,is_anomaly,customer_avg_amout_1_day_z,customer_avg_amount_7_day_z,customer_avg_amount_30_day_z,merchant_num_trans_1_day_z,merchant_num_trans_7_day_z,merchant_num_trans_30_day_z,merchant_risk_1_day_z,merchant_risk_7_day_z,merchant_risk_30_day_z,merchant_risk_90_day_z,combined_abs_z,flag_per_field,flag_combined
Stacy Johnson,47.27333333,67.29222222,28.70777778,3225.586667,46775.85889,488000.0467,2.888888889,8.666666667,15.44444444,24.66666667,25.16633322,TRUE,TRUE,TRUE,0.56014738,7.042680534,-2.845445108,3.841714715,-1.092100351,-1.753137028,-2.179468241,-1.273892472,-1.201588087,-3.376159303,25.16633322,TRUE,TRUE
Peggy Mullins,64.545,57.6475,25.7225,3123.635,41186.115,605781.2825,3.5,8.25,15.25,29.25,25.16614009,TRUE,TRUE,TRUE,5.862608753,3.919741849,-4.090757437,3.261250584,-2.725593817,1.331235833,0.000705132,-2.182214576,-1.540015822,-0.252016291,25.16614009,TRUE,TRUE
Matthew Reynolds,45.34142857,52.37857143,43.1,1597.057143,46567.68,736043.6743,3.285714286,9.142857143,14.57142857,22.71428571,25.15826947,TRUE,TRUE,TRUE,-0.032954061,2.213674999,3.158288252,-5.43035515,-1.152936565,4.7424565,-0.763771245,-0.235810068,-2.721059553,-4.70696308,25.15826947,TRUE,TRUE
Louis Morris,26.63875,27.405,27.9625,2788.05375,51920.9025,541708.6013,4.125,9.375,14.75,24.75,25.14279159,TRUE,TRUE,TRUE,-5.774741036,-5.872709505,-3.156338657,1.350611108,0.411438146,-0.346654858,2.2304279,0.270255104,-2.410258571,-3.319356703,25.14279159,TRUE,TRUE
Katherine Sanchez,37.34571429,40.39428571,40.75428571,2402.415714,43988.47429,643235.53,5.285714286,12,16.57142857,28.71428571,25.13910722,TRUE,TRUE,TRUE,-2.487665987,-1.666808919,2.179770627,-0.845027815,-1.906659055,2.312061545,6.371341613,5.992684355,0.759911442,-0.617175864,25.13910722,TRUE,TRUE
Tammy Walter,41.417,32.842,43.876,2183.436,66450.954,612445.125,2.8,9.4,17.3,34.3,25.12662542,TRUE,TRUE,TRUE,-1.237767199,-4.112221515,3.481997615,-2.091793797,4.65756188,1.505743893,-2.496584368,0.32475443,2.027979447,3.190221281,25.12662542,TRUE,TRUE
Michael Skinner,26.40181818,62.30636364,38.25181818,2937.350909,55577.91091,555600.0627,2.363636364,10.27272727,15.09090909,28.27272727,25.12518429,TRUE,TRUE,TRUE,-5.847479923,5.428271088,1.13586319,2.200637877,1.480127421,0.017125047,-4.053336264,2.227276363,-1.816911242,-0.918155876,25.12518429,TRUE,TRUE
Mary Livingston,40.16,41.8525,41.19,1858.06375,59316.09375,719502.1275,4.25,11.375,16.625,31,25.10653059,TRUE,TRUE,TRUE,-1.623670544,-1.194642515,2.361529382,-3.944308099,2.572538338,4.30927801,2.676372454,4.6302012,0.853151736,0.940838313,25.10653059,TRUE,TRUE
Richard Hughes,32.6825,38.22,37.03875,2411.755,58894.15375,704710.9863,3,7.875,12.75,30.125,25.10140182,TRUE,TRUE,TRUE,-3.919288893,-2.37083759,0.629830293,-0.79185438,2.449234614,3.921937918,-1.783073082,-2.999704469,-5.891229565,0.344411011,25.10140182,TRUE,TRUE
James Bullock,48.72285714,31.75714286,25.35571429,2703.057143,55133.32286,711612.6586,2.428571429,10,16.42857143,34.14285714,25.08076831,TRUE,TRUE,TRUE,1.0051562,-4.463495742,-4.243762553,0.866680993,1.350205247,4.1026741,-3.821676756,1.632738259,0.511270656,3.083107807,25.08076831,TRUE,TRUE
Heather Woods,46.22125,41.5625,44.5375,2980.0125,45818.21625,484340.26,2.5,7.875,14.875,21.75,25.07160741,TRUE,TRUE,TRUE,0.237154159,-1.288543842,3.757943161,2.443532615,-1.371952706,-1.848976969,-3.566851297,-2.999704469,-2.192697884,-5.364250311,25.07160741,TRUE,TRUE
Thomas Walker,52.28454545,49.09,33.35181818,2120.186364,66118.47909,467885.3736,4.454545455,9.636363636,14.72727273,36.81818182,25.05045192,TRUE,TRUE,TRUE,2.098606824,1.148843198,-0.90817789,-2.451907039,4.560402582,-2.279886057,3.406099905,0.840020787,-2.44981506,4.906692582,25.05045192,TRUE,TRUE
Margaret Andrews,46.82625,42.46375,37.80875,1793.1375,43844.975,612055.2363,5.25,11.625,16.375,34.125,25.03683356,TRUE,TRUE,TRUE,0.422891251,-0.996721183,0.951036749,-4.313967179,-1.948593918,1.495533758,6.243928883,5.175194462,0.418030362,3.070935821,25.03683356,TRUE,TRUE
Stephanie Bennett,55.25416667,39.94416667,42.92666667,2304.213333,58010.73667,655073.0117,4.5,8.416666667,16.25,21.91666667,24.96436313,TRUE,TRUE,TRUE,3.010290802,-1.812556422,3.085982037,-1.404145304,2.191073228,2.622053259,3.568261561,-1.818885734,0.200469675,-5.25064511,24.96436313,TRUE,TRUE
Jacob Peterson,46.24363636,64.97545455,35.32,2525.918182,62202.78818,636462.96,2.181818182,8,15.81818182,36.45454545,24.95550112,TRUE,TRUE,TRUE,0.24402685,6.292516534,-0.087148402,-0.141863709,3.416118399,2.134706205,-4.701982888,-2.727207838,-0.551103608,4.658826691,24.95550112,TRUE,TRUE
Krystal Mendez,36.10125,40.2125,40.17,1933.405,58402.895,398802.1575,2.75,8.875,17.25,34.125,24.94802521,TRUE,TRUE,TRUE,-2.869720825,-1.725670711,1.936035116,-3.515350979,2.305673841,-4.08898914,-2.674962189,-0.819731421,1.940955172,3.070935821,24.94802521,TRUE,TRUE
Isaiah Harrell,53.39375,53.59375,39.3725,2692.45625,34172.0125,509584.5875,4.625,10,17.5,24.5,24.93197484,TRUE,TRUE,TRUE,2.439136454,2.607147001,1.603357001,0.806324568,-4.775328266,-1.187896126,4.014206115,1.632738259,2.376076546,-3.489764504,24.93197484,TRUE,TRUE
Roberto Finley,48.36777778,37.11444444,38.46666667,2096.865556,35176.69889,352563.7567,3,9.111111111,16.55555556,22.44444444,24.92797668,TRUE,TRUE,TRUE,0.896145607,-2.728813914,1.225487502,-2.58468459,-4.481728293,-5.299848134,-1.783073082,-0.305015562,0.732284688,-4.890895309,24.92797668,TRUE,TRUE
Matthew Duffy,29.019,32.587,38.869,1936.066,40522.019,618792.255,4,9.6,17.4,31.7,24.88916939,TRUE,TRUE,TRUE,-5.043996058,-4.194789924,1.393321352,-3.500200515,-2.919662901,1.671958106,1.784483347,0.760749039,2.202027996,1.417980155,24.88916939,TRUE,TRUE
Daniel Clay,47.02,53.14125,34.89,2273.965,66805.3625,583127.5625,3.75,7.125,11.125,29.125,24.86903407,TRUE,TRUE,TRUE,0.48237317,2.460628551,-0.266523436,-1.576364877,4.761130841,0.737996013,0.89259424,-4.634684255,-8.719518498,-0.337220192,24.86903407,TRUE,TRUE
Michael Figueroa,46.84666667,31.76583333,40.4375,2767.118333,44149.47083,681678.7108,5.25,11.08333333,16.33333333,28.25,24.86473688,TRUE,TRUE,TRUE,0.429159238,-4.460681786,2.047623073,1.231414837,-1.859610959,3.318784753,6.243928883,3.994375727,0.345510133,-0.933647494,24.86473688,TRUE,TRUE
Rebecca Leblanc,64.66090909,49.55181818,28.79727273,2863.749091,50193.18818,569147.2173,2.545454545,10,18.18181818,35.36363636,24.76703774,TRUE,TRUE,TRUE,5.898193245,1.298378854,-2.808112178,1.781584252,-0.093452616,0.371888482,-3.404689641,1.632738259,3.562771203,3.915229015,24.76703774,TRUE,TRUE
Tara Wells,46.54818182,44.27909091,33.92090909,1794.574545,56438.01182,738627.4964,4.454545455,9.636363636,19.90909091,32.09090909,24.76422356,TRUE,TRUE,TRUE,0.337523358,-0.408918007,-0.670780911,-4.305785328,1.731475111,4.810119831,3.406099905,0.840020787,6.569064334,1.684435989,24.76422356,TRUE,TRUE
Michael Keller,41.67285714,57.17714286,27.38571429,2223.075714,49931.77714,378381.4114,4.142857143,11,17.28571429,32,24.71573792,TRUE,TRUE,TRUE,-1.159218171,3.767441297,-3.396945534,-1.866104182,-0.169844886,-4.623753397,2.294134265,3.812711307,2.003115368,1.622469516,24.71573792,TRUE,TRUE
Gary Parsons,35.06,45.79818182,47.32909091,3138.062727,46285.45182,504334.9618,4.090909091,11.18181818,16.54545455,24.36363636,24.71427907,TRUE,TRUE,TRUE,-3.189388174,0.082960106,4.922458773,3.343395177,-1.235412238,-1.325369662,2.108806659,4.209070043,0.714704026,-3.582714213,24.71427907,TRUE,TRUE
Stephanie Cardenas,53.64625,48.24875,39.79625,3698.42625,52015.6125,378098.2388,2.875,8.125,16.125,24.875,24.71232257,TRUE,TRUE,TRUE,2.516654827,0.876448399,1.78012484,6.533837632,0.439115293,-4.631168925,-2.229017636,-2.454711207,-0.017091012,-3.234152803,24.71232257,TRUE,TRUE
Travis Brady,36.06846154,47.21,37.41769231,2404.332308,40254.29615,627952.5754,4.923076923,11.23076923,19.15384615,29.46153846,24.70744584,TRUE,TRUE,TRUE,-2.879786996,0.540103558,0.787906547,-0.834115647,-2.997899674,1.911842188,5.077612358,4.31578201,5.254571791,-0.107825076,24.70744584,TRUE,TRUE
Sophia Smith,34.15,54.13454545,38,2628.236364,40623.03091,454397.2409,2.545454545,8.727272727,17.27272727,36.81818182,24.67943553,TRUE,TRUE,TRUE,-3.46876132,2.782255315,1.030816923,0.440687186,-2.890144144,-2.633103869,-3.404689641,-1.141772894,1.98051166,4.906692582,24.67943553,TRUE,TRUE
Anne Howard,49.03888889,46.72333333,49.4,3284.256667,38258.09778,452537.5922,4,10.11111111,15.22222222,32.11111111,24.65585832,TRUE,TRUE,TRUE,1.102179038,0.38252202,5.78634107,4.175753694,-3.581249657,-2.681803052,1.784483347,1.874957486,-1.588362642,1.698206316,24.65585832,TRUE,TRUE
Debbie Pollard,44.295,51.945,26.18875,1897.20125,31995.44375,500994.1463,2.75,9.25,14,27.625,24.62197333,TRUE,TRUE,TRUE,-0.35421125,2.073285576,-3.896260671,-3.721477853,-5.411387968,-1.41285661,-2.674962189,-0.002241527,-3.715622694,-1.359666996,24.62197333,TRUE,TRUE
Taylor French,41.77375,56.41125,29.13125,2907.6675,25502.24375,489528.6638,3.25,10.5,14.625,29.625,24.61544747,TRUE,TRUE,TRUE,-1.128243716,3.519446966,-2.668793145,2.031634713,-7.308898835,-1.71310667,-0.891183975,2.722724783,-2.627819258,0.003595409,24.61544747,TRUE,TRUE
Kevin Fleming,54.947,37.567,26.424,2563.862,51675.641,494279.314,3.2,7.4,13.7,23.8,24.60845654,TRUE,TRUE,TRUE,2.915989573,-2.582277475,-3.798125842,0.074170283,0.339765263,-1.588699954,-1.069561796,-4.035191666,-4.237768343,-3.966906345,24.60845654,TRUE,TRUE
Rita Hughes,61.128,46.447,39.085,2855.016,44976.584,673919.891,4,6.9,15.6,24.2,24.59017887,TRUE,TRUE,TRUE,4.813577941,0.293045928,1.48342602,1.731862201,-1.617903292,3.11560219,1.784483347,-5.12517819,-0.930845898,-3.694253864,24.59017887,TRUE,TRUE
Shannon Bowman,57.40666667,40.48111111,38.75,3352.513333,56506.27556,843835.3422,3.333333333,9.333333333,16.33333333,25.33333333,24.57507824,TRUE,TRUE,TRUE,3.671115743,-1.638695056,1.343680354,4.564374578,1.751423855,7.565229524,-0.593887606,0.179422893,0.345510133,-2.921738502,24.57507824,TRUE,TRUE
Debbie Butler,45.71636364,36.37363636,39.94545455,2186.292727,31840.68909,603068.0455,4.454545455,10.63636364,16.90909091,25.09090909,24.54621229,TRUE,TRUE,TRUE,0.0821523,-2.968685852,1.842365701,-2.075528955,-5.456611994,1.260183473,3.406099905,3.019993835,1.347607843,-3.086982429,24.54621229,TRUE,TRUE
Beverly Thomas,39.25307692,54.32538462,28.49,3279.199231,64062.05385,672162.0423,3,9.307692308,17.30769231,32.15384615,24.53372233,TRUE,TRUE,TRUE,-1.902099064,2.844048593,-2.936291378,4.146959068,3.959452472,3.069568875,-1.783073082,0.123526148,2.041367797,1.727335854,24.53372233,TRUE,TRUE
Lisa Blackwell,57.68555556,38.99444444,45.07777778,3074.193333,52401.27889,496409.6911,3.888888889,7.888888889,16.55555556,23,24.52662504,TRUE,TRUE,TRUE,3.756735596,-2.120074275,3.983320706,2.979753331,0.551818762,-1.532911124,1.388088188,-2.969427065,0.732284688,-4.512211308,24.52662504,TRUE,TRUE
Brandon Fernandez,41.323,44.008,34.884,2531.075,66585.226,274448.82,5,8.9,17.3,32.8,24.50014539,TRUE,TRUE,TRUE,-1.266625524,-0.496696615,-0.269026343,-0.112503247,4.696800249,-7.345467616,5.352039776,-0.765232094,2.027979447,2.167774478,24.50014539,TRUE,TRUE
Michael Mack,36.32666667,38.93111111,20.43888889,2841.664444,48751.95667,647232.5,2.555555556,7.777777778,16.77777778,28.22222222,24.4750625,TRUE,TRUE,TRUE,-2.800517129,-2.140581461,-6.294822369,1.655844815,-0.514624375,2.416731407,-3.368653717,-3.211646293,1.119059243,-0.952581694,24.4750625,TRUE,TRUE
David Monroe,56.84,38.46,32.812,2970.469,67724.335,336863.512,4,10,16.7,29.6,24.46786638,TRUE,TRUE,TRUE,3.497147117,-2.293126146,-1.133363715,2.389196481,5.029682604,-5.710995191,1.784483347,1.632738259,0.983688148,-0.013445371,24.46786638,TRUE,TRUE
Steven Ryan,35.13,48.17,45.04428571,2197.07,35846.31,550958.9586,3.285714286,5.714285714,16,31.57142857,24.43159368,TRUE,TRUE,TRUE,-3.167897932,0.850949332,3.96934945,-2.014168308,-4.286047526,-0.104412952,-0.763771245,-7.710003376,-0.2346517,1.330341857,24.43159368,TRUE,TRUE
Shannon Obrien,40.81142857,54.03428571,46.39428571,3153.742857,67690.91286,556835.6971,2.857142857,8.857142857,15,26.57142857,24.41237862,TRUE,TRUE,TRUE,-1.423679721,2.749791444,4.532503626,3.432670353,5.019915636,0.049482979,-2.292724001,-0.858659511,-1.975137197,-2.077814155,24.41237862,TRUE,TRUE
Robert Gill,58.226875,53.9125,36.800625,2779.42375,58728.985,637763.2131,2.375,7.9375,14.875,26.25,24.4008356,TRUE,TRUE,TRUE,3.922922537,2.710357512,0.530496154,1.301476007,2.400967274,2.168756327,-4.01279585,-2.863456153,-2.192697884,-2.296909899,24.4008356,TRUE,TRUE
Timothy Woodard,33.08777778,54.72333333,42.44333333,2489.818889,52620.52333,727857.4467,3.666666667,7.888888889,15.88888889,37.33333333,24.39409526,TRUE,TRUE,TRUE,-3.794867215,2.972903465,2.884358937,-0.347395854,0.615888669,4.528081281,0.59529787,-2.969427065,-0.428038977,5.257835929,24.39409526,TRUE,TRUE
Meghan Todd,51.27666667,51.64222222,55.66222222,2451.371111,55291.17778,580629.5011,3.777777778,8.666666667,14.77777778,22.33333333,24.39240853,TRUE,TRUE,TRUE,1.789184552,1.975246833,8.398634841,-0.56629915,1.396335264,0.672578523,0.991693029,-1.273892472,-2.361911752,-4.966632109,24.39240853,TRUE,TRUE
Michael Lucero,52.97222222,45.56,38.98111111,2035.93,45913.91333,435427.2222,2.555555556,8.555555556,14.66666667,38.11111111,24.38919713,TRUE,TRUE,TRUE,2.309725969,0.005837385,1.440088641,-2.931622561,-1.343987103,-3.129877489,-3.368653717,-1.5161117,-2.555299029,5.787993531,24.38919713,TRUE,TRUE
Brian Garcia,41.235,55.415,32.515,2637.611,46777.101,319458.076,2.2,8.9,14.3,26.3,24.35901456,TRUE,TRUE,TRUE,-1.293641828,3.196863527,-1.257257633,0.494061891,-1.091737368,-6.16679661,-4.637118225,-0.765232094,-3.193477045,-2.262828339,24.35901456,TRUE,TRUE
Aaron Casey,49.87888889,40.85888889,26.69888889,2181.713333,58916.80222,417947.0278,4.222222222,10.22222222,18,27.11111111,24.35570006,TRUE,TRUE,TRUE,1.360061942,-1.516371488,-3.6834556,-2.101601838,2.455853188,-3.58763663,2.577273664,2.117176714,3.246319294,-1.709949697,24.35570006,TRUE,TRUE
Randall Bright,31.29285714,34.69571429,39.7,3701.852857,53201.76143,612827.6257,2.857142857,9.142857143,15,27.57142857,24.35258724,TRUE,TRUE,TRUE,-4.345914054,-3.511993129,1.739974033,6.553347098,0.785744149,1.515760554,-2.292724001,-0.235810068,-1.975137197,-1.396182953,24.35258724,TRUE,TRUE
Andrew Ford,34.34125,39.835,36.1725,3017.32125,55618.215,423683.4688,4.75,7.125,15.25,28.75,24.33937796,TRUE,TRUE,TRUE,-3.410046909,-1.847904336,0.268473031,2.655950831,1.491905504,-3.437414714,4.460150669,-4.634684255,-1.540015822,-0.592831893,24.33937796,TRUE,TRUE
Mark Allen,44.46125,35.5725,36.11625,3024.56875,66498.20375,703128.7825,2.625,7.375,15.125,29.125,24.33075519,TRUE,TRUE,TRUE,-0.303171925,-3.228091949,0.245008273,2.697214637,4.671369696,3.88050427,-3.120906743,-4.089690993,-1.75757651,-0.337220192,24.33075519,TRUE,TRUE
Alexa Nguyen,45.27,34.943,47.873,2929.449,58157.7,653196.581,4.7,10.5,17,29.3,24.32700592,TRUE,TRUE,TRUE,-0.054882879,-3.431922589,5.149351125,2.155648178,2.234020391,2.572914601,4.281772847,2.722724783,1.505833797,-0.217934731,24.32700592,TRUE,TRUE
Brandon Allison,60.87,37.93444444,40.80555556,2476.963333,32333.49333,462545.1044,3.666666667,7.777777778,15.33333333,27.33333333,24.31214653,TRUE,TRUE,TRUE,4.734371049,-2.463299816,2.201157905,-0.420589251,-5.31259958,-2.419733302,0.59529787,-3.211646293,-1.394975364,-1.558476096,24.31214653,TRUE,TRUE
Janet Simpson,37.285,43.53625,32.4175,1910.6825,62388.90875,415072.3513,3.125,9.5,17.875,23.5,24.31186531,TRUE,TRUE,TRUE,-2.506305483,-0.649448171,-1.297929879,-3.644722049,3.4705085,-3.662916654,-1.337128529,0.542751735,3.028758607,-4.171395706,24.31186531,TRUE,TRUE
Leah Turner,44.46555556,33.43888889,23.54111111,2123.902222,38135.35778,388887.1111,3.333333333,8.222222222,16.77777778,28.55555556,24.29912062,TRUE,TRUE,TRUE,-0.301850105,-3.918950278,-5.000726519,-2.430750714,-3.617118025,-4.34863746,-0.593887606,-2.242769382,1.119059243,-0.725371293,24.29912062,TRUE,TRUE
Tony Sullivan,27.3975,45.9525,40.325,2286.770833,44074.92917,402209.02,2.5,9.75,16.33333333,35.83333333,24.29554073,TRUE,TRUE,TRUE,-5.541802163,0.132927975,2.000693558,-1.503454574,-1.881394305,-3.999772601,-3.566851297,1.087744997,0.345510133,4.235389125,24.29554073,TRUE,TRUE
Brandi Costa,34.06428571,32.66714286,32.64142857,3398.504286,38589.75,585376.5914,3.428571429,9.142857143,14.42857143,25.42857143,24.29233343,TRUE,TRUE,TRUE,-3.495075902,-4.168839853,-1.204517798,4.826225111,-3.484330773,0.796892014,-0.254120327,-0.235810068,-2.969700338,-2.856821244,24.29233343,TRUE,TRUE
Megan Goodman,47.005,56.257,38.192,3753.571,54584.128,511364.311,2,7.8,15.4,29.3,24.24769821,TRUE,TRUE,TRUE,0.477768119,3.469501174,1.110909962,6.84780552,1.189713777,-1.141289968,-5.350629511,-3.163202447,-1.278942998,-0.217934731,24.24769821,TRUE,TRUE
Wendy Ward,34.91090909,56.52636364,37.73181818,2907.811818,47370.01182,596182.9936,3.181818182,7.090909091,12.81818182,28.36363636,24.21381181,TRUE,TRUE,TRUE,-3.235159599,3.556720495,0.918944545,2.032456392,-0.918470763,1.079882538,-1.134426459,-4.709001518,-5.772560099,-0.856189403,24.21381181,TRUE,TRUE
Michelle Herman,45.842,65.218,49.983,2030.304,61978.685,446188.574,3.3,8.8,16.5,29.9,24.20633578,TRUE,TRUE,TRUE,0.120723098,6.371052189,6.029540243,-2.96365432,3.350628622,-2.848066714,-0.712806153,-0.983229399,0.635591049,0.19104399,24.20633578,TRUE,TRUE
Philip Hunter,52.172,52.753,28.105,3008.681,58924.285,406698.131,4.5,10.8,16,28.8,24.18125613,TRUE,TRUE,TRUE,2.064054981,2.334914102,-3.096894606,2.606757371,2.458039884,-3.882214893,3.568261561,3.376716697,-0.2346517,-0.558750333,24.18125613,TRUE,TRUE
Nancy Coleman,45.88888889,48.81777778,36.19222222,3138.73,64818.06111,518336.2044,4.222222222,6.888888889,13.77777778,26.11111111,24.17945855,TRUE,TRUE,TRUE,0.135118149,1.060698274,0.27670018,3.347194309,4.180380828,-0.958714885,2.577273664,-5.149400113,-4.102397249,-2.3915809,24.17945855,TRUE,TRUE
Ricky Matthews,42.02916667,50.55,32.0125,2971.508333,59970.78167,403029.1725,3.833333333,11.41666667,18.16666667,31.75,24.17494686,TRUE,TRUE,TRUE,-1.049829916,1.621587811,-1.466876132,2.395113949,2.763858093,-3.97829502,1.189890609,4.72103341,3.536400211,1.452061715,24.17494686,TRUE,TRUE
Angela Brooks,31.55090909,55.88727273,36.78181818,2619.127273,35033.82545,627050.9564,4.272727273,9.727272727,18.36363636,27.36363636,24.15235943,TRUE,TRUE,TRUE,-4.266691214,3.349784341,0.522650866,0.388824369,-4.523480264,1.888231218,2.757453282,1.038200155,3.879223112,-1.537820605,24.15235943,TRUE,TRUE
Lindsay Chavez,46.33375,57.23875,49.2625,2946.33125,44363.31,611241.645,2.875,8.375,17.75,32.375,24.13919538,TRUE,TRUE,TRUE,0.271692048,3.787389547,5.728982774,2.251767652,-1.797120639,1.474227998,-2.229017636,-1.909717945,2.81119792,1.878081217,24.13919538,TRUE,TRUE
Vickie Jones,67.34,37.899,38.599,3209.16,36519.579,637031.321,3.5,9.1,15.3,26.9,24.10001133,TRUE,TRUE,TRUE,6.720683415,-2.474776645,1.280690517,3.748189115,-4.089297811,2.149590046,0.000705132,-0.329237485,-1.452991548,-1.853849618,24.10001133,TRUE,TRUE
Patrick Ramos,32.542,42.794,32.299,2401.334,74005.989,514756.97,2.1,9,17.1,32.4,24.08469043,TRUE,TRUE,TRUE,-3.962422879,-0.889786999,-1.347362301,-0.85118658,6.865373285,-1.05244538,-4.993873868,-0.54723479,1.679882347,1.895121997,24.08469043,TRUE,TRUE
Robert Castillo,41.30142857,54.09571429,29.32285714,2183.89,49188.74,454805.6743,3.142857143,8.142857143,20.14285714,27.14285714,24.08384087,TRUE,TRUE,TRUE,-1.273248027,2.769681873,-2.588863987,-2.089208937,-0.386982977,-2.622408101,-1.273422164,-2.415783116,6.975931074,-1.688310611,24.08384087,TRUE,TRUE
Kristine Collins,49.31363636,52.52090909,43.01,2060.131818,68300.82455,640398.9645,3.454545455,6.909090909,15.09090909,29.90909091,24.07776328,TRUE,TRUE,TRUE,1.186527463,2.259763603,3.12074464,-2.793828959,5.198150413,2.237779547,-0.161456524,-5.105360254,-1.816911242,0.197240637,24.07776328,TRUE,TRUE
Ashley Welch,62.13,47.518,44.296,1926.23,51908.426,688638.876,3.5,8.6,14.6,25.1,24.05532294,TRUE,TRUE,TRUE,5.121195405,0.639833244,3.657201136,-3.556202005,0.407792132,3.501052704,0.000705132,-1.419224009,-2.671331396,-3.080785782,24.05532294,TRUE,TRUE
Jacob Cross,43.89571429,49.82714286,28.76142857,3209.024286,45654.16286,614837.0371,4.428571429,7.571428571,17.28571429,24.28571429,24.03694025,TRUE,TRUE,TRUE,-0.476793344,1.387528345,-2.823064612,3.747416423,-1.419894106,1.56838162,3.313436102,-3.661482001,2.003115368,-3.635828333,24.03694025,TRUE,TRUE
Nancy Bruce,51.92142857,43.45142857,48.62,2990.687143,55044.92,561479.3914,4.142857143,11,18.71428571,27.71428571,24.01994978,TRUE,TRUE,TRUE,1.987128686,-0.676913152,5.460963102,2.504308937,1.324371239,0.171088807,2.294134265,3.812711307,4.489523221,-1.298807067,24.01994978,TRUE,TRUE
Crystal Madden,36.62333333,52.97777778,55.02,2171.532222,49286.93333,661495.7267,3.222222222,8.444444444,15,28.55555556,24.00509225,TRUE,TRUE,TRUE,-2.709439437,2.407696625,8.130731044,-2.159568226,-0.358287893,2.79024684,-0.990282765,-1.758330927,-1.975137197,-0.725371293,24.00509225,TRUE,TRUE
Betty Lee,38.04285714,47.86571429,42.62857143,3596.918571,56396.08857,594705.5186,4.571428571,9.142857143,14,27.42857143,23.97208957,TRUE,TRUE,TRUE,-2.27364072,0.752422323,2.961631238,5.955901357,1.719223861,1.041191451,3.823087021,-0.235810068,-3.715622694,-1.493558839,23.97208957,TRUE,TRUE
Benjamin French,52.19285714,42.84,35.19142857,2712.9,64865.25286,672524.9371,4.142857143,8.142857143,12.85714286,26.28571429,23.96933025,TRUE,TRUE,TRUE,2.070458195,-0.874892306,-0.140782133,0.922721524,4.194171694,3.079072112,2.294134265,-2.415783116,-5.704748976,-2.272565928,23.96933025,TRUE,TRUE
John Reilly,46.64875,30.7275,43.5325,2274.89125,48705.915,496118.9413,3,9.25,11.75,33.125,23.95002578,TRUE,TRUE,TRUE,0.368398137,-4.796891711,3.338706164,-1.571091252,-0.528079152,-1.540525079,-1.783073082,-0.002241527,-7.631715062,2.389304618,23.95002578,TRUE,TRUE
Alexander Murray,46.86375,33.9125,42.47875,2012.01875,34737.16,544094.515,3.875,9.625,17.75,35.375,23.94920389,TRUE,TRUE,TRUE,0.43440388,-3.765596098,2.899133044,-3.067761806,-4.610174948,-0.284174213,1.338538793,0.815248366,2.81119792,3.922974824,23.94920389,TRUE,TRUE
Ronald Alvarado,50.17363636,60.40181818,26.32272727,2638.716364,46647.34091,571762.8127,2.454545455,5.727272727,16.27272727,29.72727273,23.89694125,TRUE,TRUE,TRUE,1.450550436,4.811583688,-3.840371885,0.500355304,-1.12965722,0.440383872,-3.729012953,-7.681692038,0.240026163,0.073307692,23.89694125,TRUE,TRUE
Juan Humphrey,53.896,54.223,24.298,2840.934,53182.48,527168.882,2.6,7.5,14.7,28,23.87704959,TRUE,TRUE,TRUE,2.59332894,2.810896692,-4.68498938,1.651686013,0.780109528,-0.727410885,-3.210095654,-3.817194362,-2.497282846,-1.104055295,23.87704959,TRUE,TRUE
Arthur Calhoun,52.77444444,26.48888889,31.48333333,2230.362222,52465.32,456320.8489,3,10.11111111,18.44444444,28,23.86580617,TRUE,TRUE,TRUE,2.249007508,-6.169344157,-1.687618663,-1.824618284,0.570533526,-2.582729765,-1.783073082,1.874957486,4.019868404,-1.104055295,23.86580617,TRUE,TRUE
Lisa Woodard,44.33090909,38.01272727,27.01909091,2985.029091,45437.43455,593785.2345,4.545454545,10.81818182,16.36363636,22.27272727,23.85640809,TRUE,TRUE,TRUE,-0.343187035,-2.437952018,-3.54988293,2.472094689,-1.483228722,1.017091695,3.730423217,3.416352571,0.398252117,-5.007943091,23.85640809,TRUE,TRUE
Christina Bolton,52.497,45.601,27.728,2836.067,44406.872,577120.1,2.6,6.5,13.9,27.7,23.83162669,TRUE,TRUE,TRUE,2.163831104,0.01911309,-3.254160623,1.623975638,-1.784390495,0.580676774,-3.210095654,-5.99716741,-3.889671243,-1.308544655,23.83162669,TRUE,TRUE
Shane Hammond,32.53888889,48.83777778,44.41222222,2461.26,58191.64,500729.5233,2.888888889,10.22222222,19.22222222,31.44444444,23.82396702,TRUE,TRUE,TRUE,-3.963378001,1.067174227,3.70568338,-0.509996537,2.243938693,-1.419786371,-2.179468241,2.117176714,5.373579346,1.243785514,23.82396702,TRUE,TRUE
Ronald Marshall,45.091,58.532,38.114,2734.903,62589.214,537765.638,3.8,12.1,18.3,26.2,23.80241001,TRUE,TRUE,TRUE,-0.109836498,4.206140897,1.078372165,1.047996105,3.529043797,-0.44991043,1.070972061,6.210681659,3.768464944,-2.330991459,23.80241001,TRUE,TRUE
